Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.10     0.00      742     0.00     0.00  std::vector<possibleCenter, std::allocator<possibleCenter> >::push_back(possibleCenter const&)
  0.00      0.10     0.00      516     0.00     0.00  __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::__normal_iterator(point* const&)
  0.00      0.10     0.00      516     0.00     0.00  std::_Vector_base<point, std::allocator<point> >::_M_get_Tp_allocator() const
  0.00      0.10     0.00      516     0.00     0.00  std::vector<point, std::allocator<point> >::max_size() const
  0.00      0.10     0.00      516     0.00     0.02  point* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<point*>, point*>(std::move_iterator<point*>, std::move_iterator<point*>, point*)
  0.00      0.10     0.00      516     0.00     0.02  point* std::uninitialized_copy<std::move_iterator<point*>, point*>(std::move_iterator<point*>, std::move_iterator<point*>, point*)
  0.00      0.10     0.00      516     0.00     0.02  point* std::__uninitialized_copy_a<std::move_iterator<point*>, point*, point>(std::move_iterator<point*>, std::move_iterator<point*>, point*, std::allocator<point>&)
  0.00      0.10     0.00      516     0.00     0.02  point* std::__uninitialized_move_a<point*, point*, std::allocator<point> >(point*, point*, point*, std::allocator<point>&)
  0.00      0.10     0.00      492     0.00     0.00  std::_Iter_base<possibleCenter*, false>::_S_base(possibleCenter*)
  0.00      0.10     0.00      492     0.00     0.00  std::_Niter_base<possibleCenter*>::iterator_type std::__niter_base<possibleCenter*>(possibleCenter*)
  0.00      0.10     0.00      346     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.10     0.00      328     0.00     0.00  __gnu_cxx::__normal_iterator<possibleCenter*, std::vector<possibleCenter, std::allocator<possibleCenter> > >::base() const
  0.00      0.10     0.00      328     0.00     0.00  std::move_iterator<possibleCenter*>::base() const
  0.00      0.10     0.00      328     0.00     0.00  std::_Iter_base<std::move_iterator<possibleCenter*>, true>::_S_base(std::move_iterator<possibleCenter*>)
  0.00      0.10     0.00      328     0.00     0.00  std::move_iterator<possibleCenter*>::move_iterator(possibleCenter*)
  0.00      0.10     0.00      328     0.00     0.00  std::_Miter_base<std::move_iterator<possibleCenter*> >::iterator_type std::__miter_base<std::move_iterator<possibleCenter*> >(std::move_iterator<possibleCenter*>)
  0.00      0.10     0.00      328     0.00     0.00  std::move_iterator<possibleCenter*> std::make_move_iterator<possibleCenter*>(possibleCenter* const&)
  0.00      0.10     0.00      323     0.00     0.00  cimg_library::CImg<unsigned char>& cimg_library::CImg<unsigned char>::_draw_scanline<unsigned char>(int, int, int, unsigned char const*, float, float, float, float, unsigned long)
  0.00      0.10     0.00      318     0.00     0.00  void std::_Destroy_aux<true>::__destroy<point*>(point*, point*)
  0.00      0.10     0.00      318     0.00     0.00  std::_Vector_base<point, std::allocator<point> >::_M_deallocate(point*, unsigned long)
  0.00      0.10     0.00      318     0.00     0.00  void std::_Destroy<point*>(point*, point*)
  0.00      0.10     0.00      318     0.00     0.00  void std::_Destroy<point*, point>(point*, point*, std::allocator<point>&)
  0.00      0.10     0.00      261     0.00     0.00  std::_Vector_base<possibleCenter, std::allocator<possibleCenter> >::_M_get_Tp_allocator()
  0.00      0.10     0.00      258     0.00     0.00  __gnu_cxx::new_allocator<point>::deallocate(point*, unsigned long)
  0.00      0.10     0.00      258     0.00     0.00  __gnu_cxx::new_allocator<point>::allocate(unsigned long, void const*)
  0.00      0.10     0.00      258     0.00     0.00  __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >::difference_type __gnu_cxx::operator-<point*, std::vector<point, std::allocator<point> > >(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&, __gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > > const&)
  0.00      0.10     0.00      258     0.00     0.00  std::vector<point, std::allocator<point> >::_M_check_len(unsigned long, char const*) const
  0.00      0.10     0.00      258     0.00     0.00  std::_Vector_base<point, std::allocator<point> >::_M_allocate(unsigned long)
  0.00      0.10     0.00      258     0.00     0.00  std::vector<point, std::allocator<point> >::end()
  0.00      0.10     0.00      258     0.00     0.00  std::vector<point, std::allocator<point> >::begin()
  0.00      0.10     0.00      246     0.00     0.00  __gnu_cxx::new_allocator<possibleCenter>::max_size() const
  0.00      0.10     0.00      182     0.00     0.00  cimg_library::CImg<char>::~CImg()
  0.00      0.10     0.00      164     0.00     0.00  __gnu_cxx::__normal_iterator<possibleCenter*, std::vector<possibleCenter, std::allocator<possibleCenter> > >::__normal_iterator(possibleCenter* const&)
  0.00      0.10     0.00      164     0.00     0.00  std::_Vector_base<possibleCenter, std::allocator<possibleCenter> >::_M_get_Tp_allocator() const
  0.00      0.10     0.00      164     0.00     0.00  std::vector<possibleCenter, std::allocator<possibleCenter> >::max_size() const
  0.00      0.10     0.00      164     0.00     0.00  possibleCenter* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<possibleCenter>(possibleCenter const*, possibleCenter const*, possibleCenter*)
  0.00      0.10     0.00      164     0.00     0.00  possibleCenter* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<possibleCenter*>, possibleCenter*>(std::move_iterator<possibleCenter*>, std::move_iterator<possibleCenter*>, possibleCenter*)
  0.00      0.10     0.00      164     0.00     0.00  possibleCenter* std::__copy_move_a<true, possibleCenter*, possibleCenter*>(possibleCenter*, possibleCenter*, possibleCenter*)
  0.00      0.10     0.00      164     0.00     0.00  possibleCenter* std::__copy_move_a2<true, possibleCenter*, possibleCenter*>(possibleCenter*, possibleCenter*, possibleCenter*)
  0.00      0.10     0.00      164     0.00     0.00  possibleCenter* std::uninitialized_copy<std::move_iterator<possibleCenter*>, possibleCenter*>(std::move_iterator<possibleCenter*>, std::move_iterator<possibleCenter*>, possibleCenter*)
  0.00      0.10     0.00      164     0.00     0.00  possibleCenter* std::__uninitialized_copy_a<std::move_iterator<possibleCenter*>, possibleCenter*, possibleCenter>(std::move_iterator<possibleCenter*>, std::move_iterator<possibleCenter*>, possibleCenter*, std::allocator<possibleCenter>&)
  0.00      0.10     0.00      164     0.00     0.00  possibleCenter* std::__uninitialized_move_a<possibleCenter*, possibleCenter*, std::allocator<possibleCenter> >(possibleCenter*, possibleCenter*, possibleCenter*, std::allocator<possibleCenter>&)
  0.00      0.10     0.00      164     0.00     0.00  possibleCenter* std::copy<std::move_iterator<possibleCenter*>, possibleCenter*>(std::move_iterator<possibleCenter*>, std::move_iterator<possibleCenter*>, possibleCenter*)
  0.00      0.10     0.00      153     0.00     0.00  cimg_library::CImg<char>::CImg()
  0.00      0.10     0.00      141     0.00     0.04  void std::vector<point, std::allocator<point> >::_M_insert_aux<point>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point&&)
  0.00      0.10     0.00      120     0.00     0.00  cimg_library::cimg::uncase(char)
  0.00      0.10     0.00      117     0.00     0.04  void std::vector<point, std::allocator<point> >::_M_insert_aux<point const&>(__gnu_cxx::__normal_iterator<point*, std::vector<point, std::allocator<point> > >, point const&)
  0.00      0.10     0.00      117     0.00     0.00  point const& std::forward<point const&>(std::remove_reference<point const&>::type&)
  0.00      0.10     0.00       97     0.00     0.00  void std::_Destroy_aux<true>::__destroy<possibleCenter*>(possibleCenter*, possibleCenter*)
  0.00      0.10     0.00       97     0.00     0.00  std::_Vector_base<possibleCenter, std::allocator<possibleCenter> >::_M_deallocate(possibleCenter*, unsigned long)
  0.00      0.10     0.00       97     0.00     0.00  void std::_Destroy<possibleCenter*>(possibleCenter*, possibleCenter*)
  0.00      0.10     0.00       97     0.00     0.00  void std::_Destroy<possibleCenter*, possibleCenter>(possibleCenter*, possibleCenter*, std::allocator<possibleCenter>&)
  0.00      0.10     0.00       82     0.00     0.00  __gnu_cxx::new_allocator<possibleCenter>::deallocate(possibleCenter*, unsigned long)
  0.00      0.10     0.00       82     0.00     0.00  __gnu_cxx::new_allocator<possibleCenter>::allocate(unsigned long, void const*)
  0.00      0.10     0.00       82     0.00     0.00  __gnu_cxx::__normal_iterator<possibleCenter*, std::vector<possibleCenter, std::allocator<possibleCenter> > >::difference_type __gnu_cxx::operator-<possibleCenter*, std::vector<possibleCenter, std::allocator<possibleCenter> > >(__gnu_cxx::__normal_iterator<possibleCenter*, std::vector<possibleCenter, std::allocator<possibleCenter> > > const&, __gnu_cxx::__normal_iterator<possibleCenter*, std::vector<possibleCenter, std::allocator<possibleCenter> > > const&)
  0.00      0.10     0.00       82     0.00     0.00  std::vector<possibleCenter, std::allocator<possibleCenter> >::_M_check_len(unsigned long, char const*) const
  0.00      0.10     0.00       82     0.00     0.00  std::_Vector_base<possibleCenter, std::allocator<possibleCenter> >::_M_allocate(unsigned long)
  0.00      0.10     0.00       82     0.00     0.00  void std::vector<possibleCenter, std::allocator<possibleCenter> >::_M_insert_aux<possibleCenter const&>(__gnu_cxx::__normal_iterator<possibleCenter*, std::vector<possibleCenter, std::allocator<possibleCenter> > >, possibleCenter const&)
  0.00      0.10     0.00       82     0.00     0.00  std::vector<possibleCenter, std::allocator<possibleCenter> >::end()
  0.00      0.10     0.00       82     0.00     0.00  std::vector<possibleCenter, std::allocator<possibleCenter> >::begin()
  0.00      0.10     0.00       82     0.00     0.00  possibleCenter const& std::forward<possibleCenter const&>(std::remove_reference<possibleCenter const&>::type&)
  0.00      0.10     0.00       78     0.00     0.00  cimg_library::cimg::Mutex_attr()
  0.00      0.10     0.00       78     0.00     0.00  cimg_library::cimg::mutex(unsigned int, int)
  0.00      0.10     0.00       72     0.00     0.00  void cimg_library::cimg::swap<unsigned int>(unsigned int&, unsigned int&)
  0.00      0.10     0.00       60     0.00     0.00  __gnu_cxx::new_allocator<point>::~new_allocator()
  0.00      0.10     0.00       60     0.00     0.00  std::allocator<point>::~allocator()
  0.00      0.10     0.00       60     0.00     0.00  std::_Vector_base<point, std::allocator<point> >::_Vector_impl::~_Vector_impl()
  0.00      0.10     0.00       60     0.00     0.00  std::_Vector_base<point, std::allocator<point> >::~_Vector_base()
  0.00      0.10     0.00       60     0.00     0.00  std::vector<point, std::allocator<point> >::~vector()
  0.00      0.10     0.00       50     0.00     0.00  std::move_iterator<outline*>::base() const
  0.00      0.10     0.00       50     0.00     0.00  outline&& std::forward<outline>(std::remove_reference<outline>::type&)
  0.00      0.10     0.00       48     0.00     0.00  point::point()
  0.00      0.10     0.00       45     0.00     0.00  outline::~outline()
  0.00      0.10     0.00       45     0.00     0.00  outline* std::__addressof<outline>(outline&)
  0.00      0.10     0.00       44     0.00     0.00  cimg_library::cimg::strncasecmp(char const*, char const*, int)
  0.00      0.10     0.00       42     0.00     0.00  cimg_library::cimg::strcasecmp(char const*, char const*)
  0.00      0.10     0.00       39     0.00     0.00  cimg_library::cimg::Mutex_info::lock(unsigned int)
  0.00      0.10     0.00       39     0.00     0.00  cimg_library::cimg::Mutex_info::unlock(unsigned int)
  0.00      0.10     0.00       38     0.00     0.00  cimg_library::CImg<char>::size() const
  0.00      0.10     0.00       36     0.00     0.00  std::vector<outline, std::allocator<outline> >::size() const
  0.00      0.10     0.00       30     0.00     0.00  outline::outline(outline&&)
  0.00      0.10     0.00       30     0.00     0.00  __gnu_cxx::new_allocator<point>::new_allocator(__gnu_cxx::new_allocator<point> const&)
  0.00      0.10     0.00       30     0.00     0.00  __gnu_cxx::new_allocator<point>::new_allocator()
  0.00      0.10     0.00       30     0.00     0.00  cimg_library::CImg<unsigned char>::is_empty() const
  0.00      0.10     0.00       30     0.00     0.00  std::allocator<point>::allocator(std::allocator<point> const&)
  0.00      0.10     0.00       30     0.00     0.00  std::allocator<point>::allocator()
  0.00      0.10     0.00       30     0.00     0.00  std::_Vector_base<point, std::allocator<point> >::_Vector_impl::_Vector_impl(std::allocator<point> const&)
  0.00      0.10     0.00       30     0.00     0.00  std::_Vector_base<point, std::allocator<point> >::_Vector_impl::_Vector_impl()
  0.00      0.10     0.00       30     0.00     0.00  std::_Vector_base<point, std::allocator<point> >::_Vector_base(std::_Vector_base<point, std::allocator<point> >&&)
  0.00      0.10     0.00       30     0.00     0.00  std::_Vector_base<point, std::allocator<point> >::_Vector_base()
  0.00      0.10     0.00       30     0.00     0.00  std::vector<point, std::allocator<point> >::vector(std::vector<point, std::allocator<point> >&&)
  0.00      0.10     0.00       30     0.00     0.00  std::vector<point, std::allocator<point> >::vector()
  0.00      0.10     0.00       30     0.00     0.00  std::remove_reference<outline&>::type&& std::move<outline&>(outline&)
  0.00      0.10     0.00       30     0.00     0.00  std::remove_reference<std::vector<point, std::allocator<point> >&>::type&& std::move<std::vector<point, std::allocator<point> >&>(std::vector<point, std::allocator<point> >&)
  0.00      0.10     0.00       30     0.00     0.00  void std::_Destroy<outline>(outline*)
  0.00      0.10     0.00       27     0.00     0.00  cimg_library::CImg<char>::assign()
  0.00      0.10     0.00       25     0.00     0.00  cimg_library::cimg::exception_mode()
  0.00      0.10     0.00       25     0.00     0.00  cimg_library::cimg::_exception_mode(unsigned int, bool)
  0.00      0.10     0.00       25     0.00     0.00  bool std::operator==<outline*>(std::move_iterator<outline*> const&, std::move_iterator<outline*> const&)
  0.00      0.10     0.00       25     0.00     0.00  bool std::operator!=<outline*>(std::move_iterator<outline*> const&, std::move_iterator<outline*> const&)
  0.00      0.10     0.00       20     0.00     0.00  __gnu_cxx::__normal_iterator<outline*, std::vector<outline, std::allocator<outline> > >::base() const
  0.00      0.10     0.00       20     0.00     0.00  std::move_iterator<outline*>::move_iterator(outline*)
  0.00      0.10     0.00       20     0.00     0.00  std::move_iterator<outline*> std::make_move_iterator<outline*>(outline* const&)
  0.00      0.10     0.00       18     0.00     0.00  cimg_library::CImg<char>::end()
  0.00      0.10     0.00       18     0.00     0.00  cimg_library::CImg<char>::swap(cimg_library::CImg<char>&)
  0.00      0.10     0.00       18     0.00     0.00  cimg_library::CImg<char>::move_to(cimg_library::CImg<char>&)
  0.00      0.10     0.00       18     0.00     0.00  cimg_library::CImg<char>::CImg(char const*, unsigned int, unsigned int, unsigned int, unsigned int, bool)
  0.00      0.10     0.00       18     0.00     0.00  void cimg_library::cimg::swap<char*>(char*&, char*&)
  0.00      0.10     0.00       18     0.00     0.00  void cimg_library::cimg::swap<bool>(bool&, bool&)
  0.00      0.10     0.00       16     0.00     0.00  cimg_library::CImg<unsigned char>::size() const
  0.00      0.10     0.00       16     0.00     0.00  std::_Vector_base<outline, std::allocator<outline> >::_M_get_Tp_allocator()
  0.00      0.10     0.00       15     0.00     0.67  floodfill(cimg_library::CImg<unsigned char>&, int, int)
  0.00      0.10     0.00       15     0.00     0.00  outline::isCircle()
  0.00      0.10     0.00       15     0.00     0.00  outline::outline()
  0.00      0.10     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<possibleCenter>::new_allocator()
  0.00      0.10     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<possibleCenter>::~new_allocator()
  0.00      0.10     0.00       15     0.00     0.00  void __gnu_cxx::new_allocator<outline>::construct<outline>(outline*, outline&&)
  0.00      0.10     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<outline>::max_size() const
  0.00      0.10     0.00       15     0.00     0.00  std::move_iterator<outline*>::operator*() const
  0.00      0.10     0.00       15     0.00     0.00  std::allocator<possibleCenter>::allocator()
  0.00      0.10     0.00       15     0.00     0.00  std::allocator<possibleCenter>::~allocator()
  0.00      0.10     0.00       15     0.00     0.00  std::_Vector_base<possibleCenter, std::allocator<possibleCenter> >::_Vector_impl::_Vector_impl()
  0.00      0.10     0.00       15     0.00     0.00  std::_Vector_base<possibleCenter, std::allocator<possibleCenter> >::_Vector_impl::~_Vector_impl()
  0.00      0.10     0.00       15     0.00     0.00  std::_Vector_base<possibleCenter, std::allocator<possibleCenter> >::_Vector_base()
  0.00      0.10     0.00       15     0.00     0.00  std::_Vector_base<possibleCenter, std::allocator<possibleCenter> >::~_Vector_base()
  0.00      0.10     0.00       15     0.00     0.00  std::move_iterator<outline*>::operator++()
  0.00      0.10     0.00       15     0.00     0.00  std::vector<possibleCenter, std::allocator<possibleCenter> >::vector()
  0.00      0.10     0.00       15     0.00     0.00  std::vector<possibleCenter, std::allocator<possibleCenter> >::~vector()
  0.00      0.10     0.00       15     0.00     0.00  void std::vector<outline, std::allocator<outline> >::emplace_back<outline>(outline&&)
  0.00      0.10     0.00       15     0.00     0.00  std::vector<outline, std::allocator<outline> >::push_back(outline&&)
  0.00      0.10     0.00       15     0.00     0.00  std::vector<outline, std::allocator<outline> >::operator[](unsigned long)
  0.00      0.10     0.00       15     0.00     0.00  _ZSt10_ConstructI7outlineIS0_EEvPT_DpOT0_
  0.00      0.10     0.00       11     0.00     0.00  cimg_library::CImg<char>::data()
  0.00      0.10     0.00       10     0.00     0.00  cimg_library::CImg<unsigned char>::~CImg()
  0.00      0.10     0.00       10     0.00     0.00  cimg_library::cimg::superset<unsigned long, unsigned long>::type cimg_library::cimg::min<unsigned long, unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.10     0.00       10     0.00     0.00  __gnu_cxx::__normal_iterator<outline*, std::vector<outline, std::allocator<outline> > >::__normal_iterator(outline* const&)
  0.00      0.10     0.00       10     0.00     0.00  std::_Vector_base<outline, std::allocator<outline> >::_M_get_Tp_allocator() const
  0.00      0.10     0.00       10     0.00     0.00  std::vector<outline, std::allocator<outline> >::max_size() const
  0.00      0.10     0.00       10     0.00     0.00  outline* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<outline*>, outline*>(std::move_iterator<outline*>, std::move_iterator<outline*>, outline*)
  0.00      0.10     0.00       10     0.00     0.00  outline* std::uninitialized_copy<std::move_iterator<outline*>, outline*>(std::move_iterator<outline*>, std::move_iterator<outline*>, outline*)
  0.00      0.10     0.00       10     0.00     0.00  outline* std::__uninitialized_copy_a<std::move_iterator<outline*>, outline*, outline>(std::move_iterator<outline*>, std::move_iterator<outline*>, outline*, std::allocator<outline>&)
  0.00      0.10     0.00       10     0.00     0.00  outline* std::__uninitialized_move_a<outline*, outline*, std::allocator<outline> >(outline*, outline*, outline*, std::allocator<outline>&)
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImg<char>::_system_strescape()
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImg<char>::assign(char const*, unsigned int, unsigned int, unsigned int, unsigned int)
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImg<char>& cimg_library::CImg<char>::assign<char>(cimg_library::CImg<char> const&)
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImg<char>::string(char const*, bool)
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImgList<char>& cimg_library::CImg<char>::move_to<char>(cimg_library::CImgList<char>&, unsigned int)
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImg<char>::CImg(cimg_library::CImg<char> const&, bool)
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImg<char>::operator=(cimg_library::CImg<char> const&)
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::cimg::fclose(_IO_FILE*)
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImgList<char>::insert(cimg_library::CImg<char> const&, unsigned int, bool)
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImgList<char>::insert(unsigned int, unsigned int)
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImgList<char>::CImgList()
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImgList<char>::~CImgList()
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImgList<char>::operator cimg_library::CImg<char>*()
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImg<char>::operator+() const
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImgList<char>::get_append(char, float) const
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImgList<char>::is_empty() const
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImgList<char>::operator cimg_library::CImg<char> const*() const
  0.00      0.10     0.00        9     0.00     0.00  cimg_library::CImgList<char>::operator>(char) const
  0.00      0.10     0.00        8     0.00     0.00  cimg_library::CImg<unsigned char>::data(unsigned int, unsigned int, unsigned int, unsigned int) const
  0.00      0.10     0.00        6     0.00     0.00  cimg_library::CImg<char>::operator char*()
  0.00      0.10     0.00        6     0.00     0.00  cimg_library::cimg::split_filename(char const*, char*)
  0.00      0.10     0.00        6     0.00     0.00  int cimg_library::cimg::fwrite<unsigned char>(unsigned char const*, unsigned long, _IO_FILE*)
  0.00      0.10     0.00        6     0.00     0.00  std::vector<circle, std::allocator<circle> >::size() const
  0.00      0.10     0.00        6     0.00     0.00  std::_Iter_base<circle*, false>::_S_base(circle*)
  0.00      0.10     0.00        6     0.00     0.00  void std::_Destroy_aux<false>::__destroy<outline*>(outline*, outline*)
  0.00      0.10     0.00        6     0.00     0.00  std::_Vector_base<outline, std::allocator<outline> >::_M_deallocate(outline*, unsigned long)
  0.00      0.10     0.00        6     0.00     0.00  std::_Niter_base<circle*>::iterator_type std::__niter_base<circle*>(circle*)
  0.00      0.10     0.00        6     0.00     0.00  void std::_Destroy<outline*>(outline*, outline*)
  0.00      0.10     0.00        6     0.00     0.00  void std::_Destroy<outline*, outline>(outline*, outline*, std::allocator<outline>&)
  0.00      0.10     0.00        5     0.00     0.00  cimg_library::CImgException::CImgException()
  0.00      0.10     0.00        5     0.00     0.00  cimg_library::CImgException::~CImgException()
  0.00      0.10     0.00        5     0.00     0.00  cimg_library::CImgIOException::CImgIOException(char const*, ...)
  0.00      0.10     0.00        5     0.00     0.00  cimg_library::CImg<unsigned char>::pixel_type()
  0.00      0.10     0.00        5     0.00     0.00  cimg_library::cimg::filenamerand()
